speaker,minute,text,event,id
Donald Trump,50:32:00,"I think a lot of things do, but I think to an extent, yes. I think to an extent, yes, but I also think we have to do better management of our forest. Every year I get the call. California’s burning, California’s burning. If that was cleaned, if that were, if you had forest management, good forest management, you wouldn’t be getting those calls. In Europe, they live they’re forest cities. They call forest cities. They maintain their forest. They manage their forest. I was with the head of a major country, it’s a forest city. He said, “Sir, we have trees that are far more, they ignite much easier than California. There shouldn’t be that problem.” I spoke with the Governor about it. I’m getting along very well with the governor. But I said, “At some point you can’t every year have hundreds of thousands of acres of land just burned to the ground.” That’s burning down because of a lack of management.",1st Presidential Debate 2020,ohBF5ZFl8O
Chris Wallace,51:25:00,"But sir if you believe in the science of climate change, why have you rolled back the Obama Clean Power Plan which limited carbon emissions and power plants? Why have you relaxed…?",1st Presidential Debate 2020,RgwOqYq5Pg
Donald Trump,51:35:00,Because it was driving energy prices through the sky.,1st Presidential Debate 2020,dHFljZeqY6
Joe Biden,51:38:00,Why have you relaxed fuel economy standards that are going to create more pollution from cars and trucks?,1st Presidential Debate 2020,w0yrvQe6HM
Donald Trump,51:44:00,"Well, not really because what’s happening is the car is much less expensive and it’s a much safer car and you talk it about a tiny difference. And then what would happen because of the cost of the car you would have at least double and triple the number of cars purchased. We have the old slugs out there that are 10, 12 years old. If you did that, the car would be safer. It would be much cheaper by $3,500.",1st Presidential Debate 2020,vg3GmJREYB
Chris Wallace,52:06:00,But in the case of California they have simply ignored that.,1st Presidential Debate 2020,72XSmvyjz3
Donald Trump,52:08:00,"No, but you would take a lot of cars off the market because people would be able to afford a car. Now, by the way, we’re going to see how that turns out. But a lot of people agree with me, many people. The car has gotten so expensive because they have computers all over the place for an extra little bit of gasoline. And I’m okay with electric cars too. I think I’m all for electric cars. I’ve given big incentives for electric cars but what they’ve done in California is just crazy.",1st Presidential Debate 2020,YkYIughfNM
Chris Wallace,52:34:00,"All right, Vice president Biden. I’d like you to respond to the president’s climate change record but I also want to ask you about a concern. You propose $2 trillion in green jobs. You talk about new limits, not abolishing, but new limits on fracking. Ending the use of fossil fuels to generate electricity by 2035 and zero none admission of greenhouse gases by 2050. The president says a lot of these things would tank the economy and cost millions of jobs.",1st Presidential Debate 2020,LyobZ8dj2a
Joe Biden,53:03:00,"He’s absolutely wrong, number one. Number two, if in fact, during our administration in the recovery act, I was in charge able to bring down the cost of renewable energy to cheaper than are as cheap as coal and gas and oil. Nobody’s going to build another coal fired plant in America. No one’s going to build another oil fire plant in America. They’re going to move to renewable energy. Number one, number two, we’re going to make sure that we are able to take the federal fleet and turn it into a fleet that’s run on their electric vehicles. Making sure that we can do that, we’re going to put 500,000 charging stations in all of the highways that we’re going to be building in the future. We’re going to build a economy that in fact is going to provide for the ability of us to take 4 million buildings and make sure that they in fact are weatherized in a way that in fact will they’ll emit significantly less gas and oil because the heat will not be going out. There’s so many things that we can do…",1st Presidential Debate 2020,bLtF2ivGbw
Joe Biden,54:03:00,"Gas and oil because the heat will not be going out. There’s so many things that we can do now to create thousands and thousands of jobs. We can get to net zero, in terms of energy production, by 2035. Not only not costing people jobs, creating jobs, creating millions of good-paying jobs. Not 15 bucks an hour, but prevailing wage, by having a new infrastructure that in fact, is green. And the first thing I will do, I will rejoin the Paris Accord. I will join the Paris Accord because with us out of it, look what’s happening. It’s all falling apart. And talk about someone who has no relationship with foreign policy. The rainforests of Brazil are being torn down, are being ripped down. More carbon is absorbed in that rainforest than every bit of carbon that’s emitted in the United States. Instead of doing something about that, I would be gathering up and making sure we had the countries of the world coming up with $20 billion, and say, “Here’s $20 billion. Stop tearing down the forest. And If you don’t, then you’re going to have significant economic consequences.”",1st Presidential Debate 2020,hNcvANJJm5
Chris Wallace,55:11:00,"What about the argument that President Trump basically says, that you have to balance environmental interests and economic interests? And he’s drawn his line.",1st Presidential Debate 2020,JgPal0HxAj
Joe Biden,55:21:00,"Well, he hasn’t drawn a line. He wants to make sure that methane’s not a problem. You can now emit more methane without it being a problem. Methane. This is a guy who says that you don’t have to have mileage standards for automobiles that exist now. This is the guy who says that, the fact that-",1st Presidential Debate 2020,3iMtcqG7ER
Donald Trump,55:39:00,Not true. Not true-,1st Presidential Debate 2020,TOEyY4I25U
Joe Biden,55:40:00,It’s all true. And here’s the deal-,1st Presidential Debate 2020,5uX1GbcfZw
Donald Trump,55:42:00,"He’s talking about the Green New Deal. And it’s not 2 billion [crosstalk 00:55:45] or 20 billion, as you said [crosstalk 00:55:46]. It’s $100 trillion.",1st Presidential Debate 2020,0jlWsdaXsy
Joe Biden,55:49:00,I’m talking about the Biden plan [crosstalk 00:55:51]-,1st Presidential Debate 2020,cXSRQ3pxKP
Chris Wallace,55:50:00,"Let him go for a minute, and then you can go.",1st Presidential Debate 2020,IvTAKlD9br
Donald Trump,55:52:00,And rebuild the building.,1st Presidential Debate 2020,a2kH5a8ULD
Joe Biden,55:53:00,No.,1st Presidential Debate 2020,pWmhIOeMIc
Donald Trump,55:53:00,It’s the dumbest-,1st Presidential Debate 2020,C8A7zT5KHw
Joe Biden,55:54:00,That is not-,1st Presidential Debate 2020,XNnp3sXVXX
Donald Trump,55:54:00,… most ridiculous [crosstalk 00:55:56] where two car systems are out-,1st Presidential Debate 2020,o7HUGJ2v7Z
Joe Biden,55:59:00,Not true-,1st Presidential Debate 2020,toubLMmsE6
Donald Trump,56:00:00,… where they want to take out the cows too.,1st Presidential Debate 2020,V1GaBfUJDJ
Joe Biden,56:01:00,Not true.,1st Presidential Debate 2020,XoJpK14B6d
Donald Trump,56:01:00,"That’s not true either, right?",1st Presidential Debate 2020,vWwlrzMvS7
Joe Biden,56:03:00,Not true.,1st Presidential Debate 2020,7P59JgR0zH
Donald Trump,56:04:00,This is a 100 trillion-,1st Presidential Debate 2020,ZlCklMM7X1
Joe Biden,56:06:00,Simply… Look-,1st Presidential Debate 2020,K9LF7fplmk
Donald Trump,56:06:00,That’s more money than our country could make in 100 years [crosstalk 00:02:10]-,1st Presidential Debate 2020,b2Pxwoyzzq
Joe Biden,56:09:00,That is simply not the case-,1st Presidential Debate 2020,WJJzV3rmLZ
Chris Wallace,56:14:00,"All right. Let me [crosstalk 00:02:12]. Wait a minute, sir. I actually have studied your plan, and it includes upgrading 4 million buildings, weatherizing 2 million homes over four years, building one and a half million energy efficient homes. So the question becomes, the president is saying, I think some people who support the president would say, that sounds like it’s going to cost a lot of money and hurt the economy.",1st Presidential Debate 2020,wsovGwNkDP
Joe Biden,56:38:00,"What it’s going to do, it’s going to create thousands and millions of jobs. Good paying jobs [crosstalk 00:02:41].",1st Presidential Debate 2020,V3ijyDfgwj
Chris Wallace,56:42:00,"Let him finish, sir.",1st Presidential Debate 2020,DJpfyFASU8
Joe Biden,56:43:00,He doesn’t know how to do that-,1st Presidential Debate 2020,BwxwESakji
Donald Trump,56:45:00,100 million dollars.,1st Presidential Debate 2020,SQsoOKEd5p
Joe Biden,56:46:00,"The fact is, it’s going to create millions of good paying jobs, and these tax incentives for people to weatherize, which he wants to get rid of. It’s going to make the economy much safer. Look how much we’re paying now to deal with the hurricanes, deal with… By the way, he has an answer for hurricanes. He said, maybe we should drop a nuclear weapon on them, and they may-",1st Presidential Debate 2020,aRAbHEoDBJ
Donald Trump,57:05:00,I never said that at all-,1st Presidential Debate 2020,kLREetL2y8
Joe Biden,57:06:00,"Yeah, he did say that-",1st Presidential Debate 2020,69mgjJbYcQ
Donald Trump,57:06:00,They made it up.,1st Presidential Debate 2020,Bq6b69OEhf
Joe Biden,57:08:00,And here’s the deal-,1st Presidential Debate 2020,2Rf7Gy73ox
Donald Trump,57:09:00,You make up a lot-,1st Presidential Debate 2020,gRh1rINNIm
Joe Biden,57:10:00,"… we’re going to be in a position where we can create hard, hard, good jobs by making sure the environment is clean, and we all are in better shape. We spend billions of dollars now, billions of dollars, on floods, hurricanes, rising seas. We’re in real trouble. Look what’s happened just in the Midwest with these storms that come through and wipe out entire sections and counties in Iowa. They didn’t happen before. They’re because of global warming. We make up 15% of the world’s problem. But the rest of the world, we’ve got to get them to come along. That’s why we have to get back into the Paris Accord.",1st Presidential Debate 2020,65lon4E7Hq
