"text","cmp_code","eu_code"
"We will end the Trump Administration’s politicization of the armed forces","105",NA
"and distortion of civilian and military roles in decision-making.","105",NA
"We will reinstate national security policymaking processes that advance competent civilian control","202.1",NA
"and appropriately incorporate military advice","104",NA
"—not issue commands by tweet.","202.1",NA
"We will safeguard the independence of the military justice system","202.1",NA
"—not pardon war criminals.","201.2",NA
"Democrats will hold regular press briefings to explain the legal and policy justifications for military operations,","202.1",NA
"because transparency and open debate with Congress and the American public are necessary for democratic accountability.","202.1",NA
"Democrats will never use active duty soldiers as political props,","105",NA
"and we will never send military forces to suppress Americans exercising their constitutional rights.","105",NA
"Mobilizing the World to Address Transnational Challenges","H",NA
